ID,Category,Years_Experience,Skills,Resume
RES0155,Java Developer,4,Git; JUnit; Multithreading; Maven; Microservices; Hibernate; SQL; Java; REST API,"Motivated Java Developer candidate (4 years experience, B.Com, National College) proficient in Git, JUnit, Multithreading, Maven, Microservices, Hibernate, SQL, Java, REST API. Hands-on experience building solutions with Maven and Microservices. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0274,Network Security Engineer,0,Python; Vulnerability Assessment; Cryptography; SIEM; Linux; Risk Assessment; Network Protocols,"Motivated Network Security Engineer candidate (0 years experience, B.E., National College) proficient in Python, Vulnerability Assessment, Cryptography, SIEM, Linux, Risk Assessment, Network Protocols. Hands-on experience building solutions with SIEM and Vulnerability Assessment. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0048,Web Development,9,Node.js; REST API; JavaScript; CSS; Git; MongoDB; Express.js; HTML,"Result-driven Web Development professional with 9 years of experience. Skilled in Node.js, REST API, JavaScript, CSS, Git, MongoDB, Express.js, HTML. Completed B.Tech from National College. Worked on projects involving Express.js and CSS, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0364,HR,0,Employee Engagement; Onboarding; Recruitment; Payroll; HRIS; Communication; Conflict Resolution,"Motivated HR candidate (0 years experience, MCA, National College) proficient in Employee Engagement, Onboarding, Recruitment, Payroll, HRIS, Communication, Conflict Resolution. Hands-on experience building solutions with HRIS and Recruitment. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0349,Digital Marketing,8,Content Marketing; Google Analytics; Copywriting; Social Media; Email Marketing; PPC; SEO; Communication,"Motivated Digital Marketing candidate (8 years experience, B.Sc, State University) proficient in Content Marketing, Google Analytics, Copywriting, Social Media, Email Marketing, PPC, SEO, Communication. Hands-on experience building solutions with Communication and PPC. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0265,Network Security Engineer,6,SIEM; Cryptography; Risk Assessment; Firewalls; Python; IDS/IPS; Penetration Testing; Vulnerability Assessment,"Network Security Engineer specialist with 6 years in the industry, holding a B.Com from City College. Core competencies include SIEM, Cryptography, Risk Assessment, Firewalls, Python, IDS/IPS, Penetration Testing, Vulnerability Assessment. Led initiatives using Python that improved key metrics, and collaborated cross-functionally leveraging IDS/IPS. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0499,Civil Engineer,1,Structural Analysis; AutoCAD; Surveying; Revit; Cost Estimation; Construction Management,"Result-driven Civil Engineer professional with 1 years of experience. Skilled in Structural Analysis, AutoCAD, Surveying, Revit, Cost Estimation, Construction Management. Completed MCA from Metropolitan University. Worked on projects involving Revit and AutoCAD, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0230,DevOps Engineer,9,Monitoring; Shell Scripting; Jenkins; Docker; Linux; Terraform; AWS; Kubernetes; Ansible,"Result-driven DevOps Engineer professional with 9 years of experience. Skilled in Monitoring, Shell Scripting, Jenkins, Docker, Linux, Terraform, AWS, Kubernetes, Ansible. Completed B.Com from Institute of Technology. Worked on projects involving AWS and Linux, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0124,Java Developer,2,Multithreading; JUnit; Java; Git; REST API; Microservices; Spring Boot; Hibernate,"Result-driven Java Developer professional with 2 years of experience. Skilled in Multithreading, JUnit, Java, Git, REST API, Microservices, Spring Boot, Hibernate. Completed M.Sc from Metropolitan University. Worked on projects involving Multithreading and REST API, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0233,DevOps Engineer,10,Ansible; Jenkins; Shell Scripting; Linux; CI/CD; Terraform; Git; Docker,"DevOps Engineer specialist with 10 years in the industry, holding a B.Com from Technical Institute. Core competencies include Ansible, Jenkins, Shell Scripting, Linux, CI/CD, Terraform, Git, Docker. Led initiatives using Shell Scripting that improved key metrics, and collaborated cross-functionally leveraging Docker. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0117,Android Development,0,Android SDK; Material Design; Jetpack Compose; Kotlin; MVVM; REST API; Git; SQLite; Firebase,"Android Development specialist with 0 years in the industry, holding a BCA from National College. Core competencies include Android SDK, Material Design, Jetpack Compose, Kotlin, MVVM, REST API, Git, SQLite, Firebase. Led initiatives using Kotlin that improved key metrics, and collaborated cross-functionally leveraging SQLite. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0441,Mechanical Engineer,3,MATLAB; Manufacturing; Project Management; AutoCAD; Thermodynamics; Six Sigma; SolidWorks; Quality Control,"Result-driven Mechanical Engineer professional with 3 years of experience. Skilled in MATLAB, Manufacturing, Project Management, AutoCAD, Thermodynamics, Six Sigma, SolidWorks, Quality Control. Completed MBA from National College. Worked on projects involving Manufacturing and Quality Control, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0346,Digital Marketing,2,Copywriting; Content Marketing; SEO; Google Analytics; Marketing Strategy,"Motivated Digital Marketing candidate (2 years experience, B.Com, Metropolitan University) proficient in Copywriting, Content Marketing, SEO, Google Analytics, Marketing Strategy. Hands-on experience building solutions with Marketing Strategy and Copywriting. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0066,Web Development,10,JavaScript; REST API; Git; MongoDB; Responsive Design,"Web Development specialist with 10 years in the industry, holding a BCA from Technical Institute. Core competencies include JavaScript, REST API, Git, MongoDB, Responsive Design. Led initiatives using JavaScript that improved key metrics, and collaborated cross-functionally leveraging MongoDB. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0033,Data Science,9,Python; Pandas; Machine Learning; NumPy; Tableau; Excel; Statistics,"Motivated Data Science candidate (9 years experience, BCA, National College) proficient in Python, Pandas, Machine Learning, NumPy, Tableau, Excel, Statistics. Hands-on experience building solutions with Excel and Machine Learning. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
