Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00113,Backend Java Engineer,Java Developer,"Rodriguez, Brennan and Garrison",Kolkata,Microservices; JUnit; REST API; Git; Multithreading; Spring Boot; Maven,5-8 years,5-11,"Rodriguez, Brennan and Garrison is hiring a Backend Java Engineer for our Kolkata office. You will use Microservices, JUnit, REST API, Git, Multithreading, Spring Boot, Maven daily and help scale our Microservices capabilities. We value strong fundamentals in Multithreading and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00470,UI/UX Designer,Graphic Designer,Hughes Inc,Bengaluru,InDesign; Photoshop; Figma; Creativity; Illustrator; Typography; UI/UX,0-3 years,8-17,"Hughes Inc is hiring a UI/UX Designer for our Bengaluru office. You will use InDesign, Photoshop, Figma, Creativity, Illustrator, Typography, UI/UX daily and help scale our InDesign capabilities. We value strong fundamentals in Figma and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00089,Android Developer,Android Development,Suarez LLC,Hyderabad,Android SDK; Java; SQLite; Material Design; Jetpack Compose; MVVM; REST API; Firebase,3-6 years,6-9,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with Android SDK, Java, SQLite, Material Design, Jetpack Compose, MVVM, REST API, Firebase and can work independently on Jetpack Compose-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00457,Graphic Designer,Graphic Designer,Bishop-Goodwin,Chennai,Typography; Branding; Communication; Illustrator; Creativity; Photoshop; Figma,4-7 years,19-26,"We are looking for a Graphic Designer to join our growing team. The ideal candidate has hands-on experience with Typography, Branding, Communication, Illustrator, Creativity, Photoshop, Figma and can work independently on Typography-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Figma initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00085,Mobile App Developer,Android Development,"Evans, Stewart and Walton",Remote,Material Design; Firebase; Java; SQLite; Kotlin,6-9 years,16-19,"Exciting opportunity for a Mobile App Developer at Evans, Stewart and Walton. Must be proficient in Material Design, Firebase, Java, SQLite, Kotlin, with practical exposure to Kotlin and Firebase. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00313,Digital Marketing Executive,Digital Marketing,Robinson-Lee,Ahmedabad,Content Marketing; PPC; Copywriting; Social Media; Communication; Marketing Strategy; Excel,6-9 years,4-9,"Exciting opportunity for a Digital Marketing Executive at Robinson-Lee. Must be proficient in Content Marketing, PPC, Copywriting, Social Media, Communication, Marketing Strategy, Excel, with practical exposure to Copywriting and Social Media. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00236,Cybersecurity Analyst,Network Security Engineer,"Harrison, Johnson and Roberts",Remote,Python; Linux; IDS/IPS; Vulnerability Assessment; Cryptography; SIEM,3-6 years,11-21,"Harrison, Johnson and Roberts is hiring a Cybersecurity Analyst for our Remote office. You will use Python, Linux, IDS/IPS, Vulnerability Assessment, Cryptography, SIEM daily and help scale our IDS/IPS capabilities. We value strong fundamentals in Cryptography and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00124,Java Developer,Java Developer,"Joyce, Wilson and Lam",Chennai,Multithreading; REST API; Git; Java; Maven; Microservices; Hibernate,3-6 years,7-15,"Exciting opportunity for a Java Developer at Joyce, Wilson and Lam. Must be proficient in Multithreading, REST API, Git, Java, Maven, Microservices, Hibernate, with practical exposure to Git and Multithreading. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00114,Backend Java Engineer,Java Developer,Gonzalez Group,Pune,REST API; Git; Multithreading; Hibernate,6-9 years,4-6,"We are looking for a Backend Java Engineer to join our growing team. The ideal candidate has hands-on experience with REST API, Git, Multithreading, Hibernate and can work independently on REST API-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Hibernate initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00519,Nutrition Consultant,Health and Fitness,Hines-Berry,Ahmedabad,CPR Certified; Program Design; Client Assessment; Exercise Physiology; Communication,5-8 years,20-24,"Hines-Berry is hiring a Nutrition Consultant for our Ahmedabad office. You will use CPR Certified, Program Design, Client Assessment, Exercise Physiology, Communication daily and help scale our Client Assessment capabilities. We value strong fundamentals in Program Design and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00433,Structural Engineer,Civil Engineer,Hayes LLC,Delhi NCR,Construction Management; Surveying; Revit; AutoCAD,2-5 years,11-13,"We are looking for a Structural Engineer to join our growing team. The ideal candidate has hands-on experience with Construction Management, Surveying, Revit, AutoCAD and can work independently on Construction Management-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to AutoCAD initiatives, and driving continuous improvement. 2+ years of relevant experience required."
JOB00127,Java Developer,Java Developer,"Mcdaniel, Bentley and Mclaughlin",Noida,REST API; Hibernate; JUnit; Microservices,6-9 years,17-22,"We are looking for a Java Developer to join our growing team. The ideal candidate has hands-on experience with REST API, Hibernate, JUnit, Microservices and can work independently on REST API-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Microservices initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00098,Mobile App Developer,Android Development,Davis Group,Hyderabad,Git; Firebase; Material Design; Jetpack Compose,7-10 years,13-19,"Exciting opportunity for a Mobile App Developer at Davis Group. Must be proficient in Git, Firebase, Material Design, Jetpack Compose, with practical exposure to Material Design and Firebase. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00128,Java Developer,Java Developer,Diaz Inc,Kolkata,Microservices; Spring Boot; Hibernate; Git; Java; REST API; Multithreading,6-9 years,5-9,"Exciting opportunity for a Java Developer at Diaz Inc. Must be proficient in Microservices, Spring Boot, Hibernate, Git, Java, REST API, Multithreading, with practical exposure to Microservices and Multithreading. You'll work in an agile environment solving real business problems. 6+ years experience preferred."
JOB00498,Wellness Coach,Health and Fitness,Robertson-Hays,Noida,First Aid; Nutrition Planning; CPR Certified; Client Assessment; Communication; Exercise Physiology,0-3 years,10-16,"Robertson-Hays is hiring a Wellness Coach for our Noida office. You will use First Aid, Nutrition Planning, CPR Certified, Client Assessment, Communication, Exercise Physiology daily and help scale our CPR Certified capabilities. We value strong fundamentals in Client Assessment and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00277,Business Analyst,Business Analyst,Cook-Hines,Pune,Stakeholder Management; Tableau; Power BI; Communication; Process Improvement; Excel; Data Visualization; SQL,7-10 years,19-27,"Exciting opportunity for a Business Analyst at Cook-Hines. Must be proficient in Stakeholder Management, Tableau, Power BI, Communication, Process Improvement, Excel, Data Visualization, SQL, with practical exposure to Process Improvement and Excel. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00094,Android Developer,Android Development,Newton and Sons,Kolkata,Java; Firebase; Kotlin; Android SDK; Jetpack Compose; REST API; Git,8-11 years,15-22,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with Java, Firebase, Kotlin, Android SDK, Jetpack Compose, REST API, Git and can work independently on Kotlin-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00165,Python Developer,Python Developer,Castaneda-Ashley,Kolkata,Celery; Unit Testing; Django; Git; SQL; REST API; Python,4-7 years,16-19,"Exciting opportunity for a Python Developer at Castaneda-Ashley. Must be proficient in Celery, Unit Testing, Django, Git, SQL, REST API, Python, with practical exposure to Unit Testing and Git. You'll work in an agile environment solving real business problems. 4+ years experience preferred."
JOB00018,Machine Learning Engineer,Data Science,"Flowers, Martin and Kelly",Pune,Data Visualization; Scikit-learn; Tableau; SQL; Python; Excel,3-6 years,9-16,"Flowers, Martin and Kelly is hiring a Machine Learning Engineer for our Pune office. You will use Data Visualization, Scikit-learn, Tableau, SQL, Python, Excel daily and help scale our Scikit-learn capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00209,DevOps Engineer,DevOps Engineer,Holt-Torres,Chennai,Monitoring; Linux; Terraform; AWS; Ansible,3-6 years,13-16,"Holt-Torres is hiring a DevOps Engineer for our Chennai office. You will use Monitoring, Linux, Terraform, AWS, Ansible daily and help scale our AWS capabilities. We value strong fundamentals in Linux and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00393,Manufacturing Engineer,Mechanical Engineer,Webster Inc,Noida,Thermodynamics; MATLAB; Project Management; Manufacturing; Six Sigma; AutoCAD; Quality Control,1-4 years,17-25,"Webster Inc is hiring a Manufacturing Engineer for our Noida office. You will use Thermodynamics, MATLAB, Project Management, Manufacturing, Six Sigma, AutoCAD, Quality Control daily and help scale our MATLAB capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00176,DevOps Engineer,DevOps Engineer,King-Miller,Pune,CI/CD; Kubernetes; AWS; Jenkins; Ansible,7-10 years,19-27,"King-Miller is hiring a DevOps Engineer for our Pune office. You will use CI/CD, Kubernetes, AWS, Jenkins, Ansible daily and help scale our AWS capabilities. We value strong fundamentals in Ansible and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00226,Cybersecurity Analyst,Network Security Engineer,Hernandez PLC,Noida,Python; Penetration Testing; Vulnerability Assessment; Risk Assessment; IDS/IPS; Network Protocols; Linux; Firewalls,3-6 years,8-11,"Exciting opportunity for a Cybersecurity Analyst at Hernandez PLC. Must be proficient in Python, Penetration Testing, Vulnerability Assessment, Risk Assessment, IDS/IPS, Network Protocols, Linux, Firewalls, with practical exposure to Network Protocols and Vulnerability Assessment. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
